Position,Player Name,Team Name,Nationality,Height,Weight,Age,Condition,Overall Rating
CF,H. ROBSON-KANU,WEST MIDLANDS STRIPES,WALES,183,83,29,C,74
AMF,G. MILANOV,Free Agents,BULGARIA,184,74,26,C,74
CB,F. ERAZO,VASCO DA GAMA,ECUADOR,192,86,30,C,74
LB,M. SUTTNER,EAST SUSSEX,AUSTRIA,179,73,31,C,74
CMF,LUCAS SILVA,CRUZEIRO,BRAZIL,182,80,25,B,74
GK,A. REBROV,SPARTAK MOSKVA,RUSSIA,193,91,34,C,74
LB,J. PALMIERI,GAZÉLEC AJACCIO,FRANCE,170,66,32,C,74
CMF,ANDRÉ ANDRÉ,VITÓRIA GUIMARÃES,PORTUGAL,177,72,29,C,74
CB,PAULO OLIVEIRA,PV BLUE RED,PORTUGAL,187,82,26,C,74
RB,O. ELABDELLAOUI,OLYMPIAKOS PIRAEUS,NORWAY,179,72,27,C,74
LB,Y. VAN NIEFF,HERACLES,NETHERLANDS,180,78,25,C,74
LWF,RILDO,VASCO DA GAMA,BRAZIL,180,67,29,C,74
LWF,LUAN,ATLÉTICO MINEIRO,BRAZIL,170,69,28,C,74
DMF,PIO,CEARÁ,BRAZIL,172,65,30,C,74
GK,A. MCCARTHY,HAMPSHIRE RED,ENGLAND,193,79,29,C,74
RWF,G. MCCLEARY,BERKSHIRE BLUES,JAMAICA,187,76,31,C,74
LB,HÉLDER LOPES,AEK ATHENS,PORTUGAL,179,67,29,C,74
DMF,S. RYBALKA,SİVASSPOR,UKRAINE,176,70,28,C,74
LB,M. DIJKS,BOLOGNA,NETHERLANDS,194,93,25,C,74
LB,C. LYKOGIANNIS,CAGLIARI,GREECE,186,75,25,C,74
CF,D. MACHÍS,UDINESE,VENEZUELA,170,71,25,C,74
AMF,L. ANDERSEN,AAB,DENMARK,185,73,24,C,74
LB,VÍCTOR ÁLVAREZ,ARSENAL TULA,SPAIN,178,69,25,C,74
RWF,HERNÂNI,PORTO,PORTUGAL,180,72,27,C,74
CF,M. WARIS,NANTES,GHANA,172,70,27,C,74
DMF,A. CHRISTIANSEN,MALMÖ FF,DENMARK,174,64,28,C,74
CB,PABLO ÍNSUA,AR BURGUNDY BLUE,SPAIN,187,76,25,C,74
CMF,M. KLICH,YORKSHIRE WHITES,POLAND,183,75,28,C,74

AMF,A. HALILOVIĆ,MILAN,CROATIA,169,68,22,C,74
RB,A. NAJAR,ANDERLECHT,HONDURAS,171,69,25,C,74
CF,G. HAUCHE,MILLONARIOS,ARGENTINA,168,71,32,C,74
CB,B. SALAMON,FROSINONE,POLAND,194,78,27,C,74
DMF,J. RADOŠEVIĆ,BRØNDBY,CROATIA,180,74,24,C,74
LB,D. BANGUERO,DEPORTES TOLIMA,COLOMBIA,185,79,29,C,74
DMF,D. SILVA,MILLONARIOS,COLOMBIA,175,74,32,C,74
RWF,P. LUGÜERCIO,ESTUDIANTES,ARGENTINA,177,79,36,C,74
LWF,J. COPETE,SANTOS,COLOMBIA,187,73,30,C,74
LWF,V. FIGUEROA,NEWELL'S OLD BOYS,ARGENTINA,168,63,35,C,74
CB,S. VERGINI,BURSASPOR,ARGENTINA,191,83,30,C,74
RWF,M. RODRÍGUEZ,Free Agents,CHILE,170,71,24,C,74
DMF,R. ROBAYO,DEPORTES TOLIMA,COLOMBIA,183,78,34,C,74
RMF,J. ROA,SANTA FE,COLOMBIA,171,68,27,C,74
CMF,H. CALCATERRA,SPORTING CRISTAL,ARGENTINA,178,72,29,C,74
RMF,L. MARKOVIĆ,LIVERPOOL,SERBIA,175,66,24,C,74
DMF,S. DIÉ,BASEL,CÔTE D'IVOIRE,179,77,34,C,74
CF,H. HARBAOUI,ZULTE-WAREGEM,TUNISIA,186,84,33,C,74
AMF,TIAGO SILVA,FEIRENSE,PORTUGAL,170,62,25,C,74
GK,M. DUPÉ,NANTES,FRANCE,186,87,25,C,74
RB,W. DROSTE,HERACLES,NETHERLANDS,180,73,29,C,74
RB,H. AFFUL,Free Agents,GHANA,168,61,32,C,74
CB,T. ŠUNJIĆ,DINAMO MOSKVA,BOSNIA AND HERZEGOVINA,192,80,30,C,74
RB,P. ANKERSEN,KØBENHAVN,DENMARK,180,71,28,C,74
RMF,K. KUSK,AAB,DENMARK,180,67,27,C,74
GK,SANTOS,ATLÉTICO PR,BRAZIL,188,79,28,B,74
CB,MANOEL,CRUZEIRO,BRAZIL,181,82,28,C,74
LB,EGÍDIO,CRUZEIRO,BRAZIL,177,65,32,C,74
AMF,M. RODRÍGUEZ,SAN LUIS,URUGUAY,180,76,28,C,74
CB,PEDRÃO,VITÓRIA GUIMARÃES,BRAZIL,190,88,26,C,74
CB,SAMIR,UDINESE,BRAZIL,189,70,24,C,74
CF,P. SOTERIOU,KØBENHAVN,CYPRUS,186,81,25,C,74

AMF,D. VALDÉS,Free Agents,CHILE,178,71,24,C,74
RB,Ó. OPAZO,COLO-COLO,CHILE,168,72,28,C,74
GK,RAFAEL,CAGLIARI,BRAZIL,187,80,36,C,74
CB,F. CECCHERINI,FIORENTINA,ITALY,186,72,26,C,74
CMF,P.SCHIATTARELLA,SPAL,ITALY,176,73,31,C,74
LWF,Z. BAKKALI,ANDERLECHT,BELGIUM,164,60,22,C,74
DMF,D. KOURMPELIS,PANATHINAIKOS,GREECE,182,73,25,C,74
AMF,A. BAKASETAS,AEK ATHENS,GREECE,181,75,25,C,74
RB,T. KĘDZIORA,DYNAMO KYIV,POLAND,183,73,24,C,74
CB,C. MBEMBA,PORTO,CONGO DR,182,81,24,C,74
CB,U. SPAJIĆ,KRASNODAR,SERBIA,186,76,25,C,74
LB,I. SYLLA,TOULOUSE,GUINEA,180,75,24,C,74
SS,A. RAZAK TRAORÉ,KONYASPOR,BURKINA FASO,170,64,30,C,74
CF,F. CAICEDO,LAZIO,ECUADOR,183,84,30,C,74
CB,C. ZAMBRANO,BASEL,PERU,185,77,29,C,74
DMF,M. BEŠIĆ,TEESSIDE,BOSNIA AND HERZEGOVINA,180,80,26,C,74
CF,M. GAVRANOVIĆ,DINAMO ZAGREB,SWITZERLAND,175,75,29,C,74
CF,L. ALBERTENGO,ESTUDIANTES,ARGENTINA,185,75,27,C,74
GK,N. FERNÁNDEZ,UNIÓN SANTA FE,ARGENTINA,195,85,39,C,74
CF,M. FIGUEROA,SAN MARTÍN TUCUMÁN,ARGENTINA,172,72,28,C,74
RMF,R. GÓMEZ,UNIÓN SANTA FE,ARGENTINA,168,65,25,C,74
LB,J. SILVA,MD BLUE WHITE,ARGENTINA,178,69,24,C,74
CF,J. GARRO,HURACÁN,ARGENTINA,179,71,26,C,74
LMF,F. ANGILERI,GODOY CRUZ,ARGENTINA,184,84,24,C,74
CF,E. GIGLIOTTI,INDEPENDIENTE,ARGENTINA,186,81,31,C,74
CMF,E. KALINSKI,BANFIELD,ARGENTINA,183,73,31,C,74
CF,T. FIGUEROA,UNIÓN ESPAÑOLA,ARGENTINA,191,90,26,C,74
GK,G. HERRERA,TALLERES CÓRDOBA,ARGENTINA,188,82,26,C,74
CMF,L. AUED,UNIVERSIDAD CATÓLICA,ARGENTINA,182,81,31,C,74
GK,J. MUSSO,UDINESE,ARGENTINA,191,98,24,C,74
RB,J. GÓMEZ,LANÚS,ARGENTINA,174,66,25,C,74
LMF,F. CARRIZO,ROSARIO CENTRAL,ARGENTINA,170,68,27,C,74

GK,J. LEDESMA,ROSARIO CENTRAL,ARGENTINA,186,70,25,C,74
LB,A. BJELICA,KV OOSTENDE,NETHERLANDS,185,78,24,C,74
CF,A. CERRI,CAGLIARI,ITALY,194,82,22,C,74
CF,D. FALCINELLI,BOLOGNA,ITALY,186,75,27,C,74
RMF,SAMU,ED BLUE BURGUNDY,SPAIN,179,73,28,C,74
AMF,A. HUNOU,RENNES,FRANCE,176,66,24,C,74
CB,S. VITTOR,UNIV. CONCEPCIÓN,ARGENTINA,189,86,29,C,74
GK,A. MARTÍN,GIMNASIA LA PLATA,ARGENTINA,185,80,26,C,74
RWF,J. RAMIS,VÉLEZ SARSFIELD,URUGUAY,178,77,29,C,74
AMF,J. CAVALLARO,TIGRE,ARGENTINA,171,78,24,C,74
CMF,F. QUIGNÓN,LANÚS,ARGENTINA,174,75,25,C,74
AMF,D. MORALES,TIGRE,ARGENTINA,172,68,32,C,74
CB,RAFAEL VAZ,UNIVERSIDAD CHILE,BRAZIL,188,83,30,C,74
LB,HENRIQUE,VASCO DA GAMA,BRAZIL,173,71,24,C,74
CMF,PELÉ,MONACO,GUINEA-BISSAU,182,77,27,C,74
CF,A. NIANE,SPORTING CHARLEROI,MALI,181,71,25,C,74
CB,KADU,GÖZTEPE,BRAZIL,189,80,32,C,74
LB,T. PELLENARD,BORDEAUX,FRANCE,182,76,24,C,74
LMF,G. N'KOUDOU,NORTH EAST LONDON,FRANCE,174,68,23,C,74
RWF,CARLOS MANÉ,SPORTING CP,PORTUGAL,172,65,24,C,74
GK,B. VAN LEER,NAC BREDA,NETHERLANDS,187,76,26,C,74
GK,JAUME DOMÉNECH,ED WHITE ORANGE,SPAIN,187,76,28,C,74
CB,L. NIELSEN,MALMÖ FF,DENMARK,185,81,30,C,74
CB,W. KANON,ADO DEN HAAG,CÔTE D'IVOIRE,187,87,25,C,74
RMF,T. INCE,ST RED,ENGLAND,178,66,26,C,74
RB,J. SANDOVAL,ARGENTINOS JUNIORS,URUGUAY,179,77,31,C,74
RB,PATRIC,LAZIO,SPAIN,184,74,25,C,74
RWF,O. BERRÍO,FLAMENGO,COLOMBIA,182,73,27,C,74
CF,S. TRÉLLEZ,SÃO PAULO,COLOMBIA,185,75,28,C,74
CB,R. PÉREZ,JUNIOR,COLOMBIA,185,82,28,C,74
CB,J. ALONSO,GA CYAN,PARAGUAY,184,82,25,C,74
AMF,C. LIZARAZO,AMÉRICA DE CALI,COLOMBIA,172,65,27,B,74

CB,A. MINA,YENİ MALATYASPOR,ECUADOR,189,89,28,C,74
RWF,Y. SOTELDO,UNIVERSIDAD CHILE,VENEZUELA,160,55,21,C,74
RB,E. DURM,WEST YORKSHIRE TOWN,GERMANY,183,72,26,C,74
LB,MIIKO ALBORNOZ,Free Agents,CHILE,180,80,28,C,74
CB,BRUNO ALVES,SÃO PAULO,BRAZIL,186,85,27,D,74
CMF,J. MÉNDEZ,VÉLEZ SARSFIELD,ARGENTINA,180,76,34,C,74
CMF,S. MISSIROLI,SPAL,ITALY,191,77,32,C,74
CB,J. BARROSO,COLO-COLO,CHILE,175,75,33,C,74
DMF,M. DIALLO,NÎMES,SENEGAL,192,78,32,C,74
CF,D. VERA,TIGRE,URUGUAY,181,74,33,C,74
RB,J. SAN ROMÁN,ATLÉTICO TUCUMÁN,ARGENTINA,171,70,30,C,74
DMF,M. GELABERT,SAN MARTÍN SAN JUAN,ARGENTINA,176,72,37,C,74
SS,DIEGO FARIAS,CAGLIARI,BRAZIL,173,66,28,C,74
CB,ETXEITA,AR BURGUNDY BLUE,SPAIN,185,80,31,C,74
CMF,N. RIGONI,CHIEVO,ITALY,187,84,28,C,74
DMF,S. PREDIGER,TIGRE,ARGENTINA,183,80,32,C,74
CF,F. DIONISI,FROSINONE,ITALY,179,75,31,C,74
DMF,C. DOUKOURÉ,ED BLUE BURGUNDY,CÔTE D'IVOIRE,180,82,26,C,74
LB,A. PAROT,ROSARIO CENTRAL,CHILE,181,81,29,C,74
LB,P. DUMMETT,TYNESIDE,WALES,183,82,27,C,74
RMF,JOTA PELETEIRO,WEST MIDLANDS CITY,SPAIN,180,70,27,C,74
GK,L. SEPE,PARMA,ITALY,185,75,27,C,74
SS,A. ESCOBAR,DEPORTES TOLIMA,COLOMBIA,168,66,27,C,74
CMF,J. VAN OVEREEM,UTRECHT,NETHERLANDS,181,71,24,C,74
DMF,N. ORTIGOZA,ROSARIO CENTRAL,PARAGUAY,180,79,34,C,74
CF,J. CRISTALDO,RACING CLUB,ARGENTINA,175,70,29,C,74
RWF,GEUVÂNIO,FLAMENGO,BRAZIL,175,62,26,C,74
CMF,D. BESSA,GENOA,ITALY,178,75,25,C,74
CF,J. DRMIC,Free Agents,SWITZERLAND,181,71,26,C,74
AMF,A. GUERRA,PALMEIRAS,VENEZUELA,172,65,33,C,74
AMF,L. JIMÉNEZ,PALESTINO,CHILE,171,69,34,C,74
DMF,I. RIVAS,JUNIOR,COLOMBIA,177,73,30,C,74

CMF,I. RAMÍREZ,GODOY CRUZ,PARAGUAY,180,70,24,C,74
CB,ALCALÁ,CT CARMINE WHITE,SPAIN,196,82,29,C,74
CMF,J. DEZI,PARMA,ITALY,178,69,26,C,74
GK,Ø. NYLAND,WEST MIDLANDS VILLAGE,NORWAY,192,90,28,C,74
RMF,S. MARCH,EAST SUSSEX,ENGLAND,180,88,24,C,74
CB,F. VICARI,SPAL,ITALY,190,80,24,C,74
LMF,J. PATERSON,SW RED,ENGLAND,175,67,27,C,74
DMF,D. WILLIAMS,WEST YORKSHIRE TOWN,USA,182,79,29,C,74
CMF,T. MOULIN,ANKARAGÜCÜ,FRANCE,173,68,28,C,74
LB,V. LE GOFF,LORIENT,FRANCE,177,67,29,C,74
DMF,I. SECK,GENK,SENEGAL,192,85,29,C,74
RWF,KETKEOPHOMPHONE,AUXERRE,FRANCE,180,71,28,C,74
AMF,S. KHAOUI,CAEN,TUNISIA,180,68,23,C,74
LMF,R.PHILIPPOTEAUX,AUXERRE,FRANCE,170,67,30,C,74
LB,L. CAROLE,STRASBOURG,FRANCE,182,79,27,C,74
GK,A. SMITHIES,SOUTH WALES,ENGLAND,185,84,28,C,74
GK,JORDI MASIP,CL PURPLE,SPAIN,180,69,29,C,74
CB,EDGAR IÉ,LILLE,PORTUGAL,178,68,24,C,74
LB,PLANAS,CT CARMINE WHITE,SPAIN,173,76,27,C,74
DMF,HÚDSON,SÃO PAULO,BRAZIL,179,73,30,D,74
AMF,VALDÍVIA,SÃO PAULO,BRAZIL,174,66,24,C,74
RB,R. FREDERICKS,EAST LONDON,ENGLAND,181,74,26,C,74
LMF,J. STANISLAS,EAST DORSETSHIRE,ENGLAND,183,76,29,C,74
CF,A. BARNES,LANCASHIRE CLARET,AUSTRIA,186,77,29,C,74
LB,A. ULMER,Free Agents,AUSTRIA,175,69,33,C,74
CB,A. BRIANÇON,NÎMES,FRANCE,185,79,24,C,74
CB,B. POULAIN,CLUB BRUGGE,FRANCE,181,80,31,C,74
LMF,R. RIPART,NÎMES,FRANCE,181,73,25,C,74
AMF,E. SHAKHOV,PAOK,UKRAINE,187,79,28,C,74
RB,S. BYRAM,NOTTS REDS,ENGLAND,180,72,25,C,74
CB,M. WILUSZ,ROSTOV,POLAND,188,85,30,C,74
LB,G. FRIEND,TEESSIDE,ENGLAND,188,83,31,C,74

CMF,ANDRÉ SIMÕES,AEK ATHENS,PORTUGAL,177,71,29,C,74
GK,W. HAHN,HEERENVEEN,NETHERLANDS,198,81,26,C,74
AMF,G. AUGUSTO,VASCO DA GAMA,BRAZIL,177,75,29,B,74
LMF,M. PUGH,EAST DORSETSHIRE,ENGLAND,180,72,31,C,74
CB,S. FISCHER,VENDSYSSEL,NETHERLANDS,187,72,30,C,74
CF,ORLANDO SÁ,STANDARD LIÈGE,PORTUGAL,188,88,30,C,74
AMF,O. DUDA,Free Agents,SLOVAKIA,181,74,24,C,74
CB,J. FIGAL,INDEPENDIENTE,ARGENTINA,180,64,24,C,74
CMF,L. MIRANDA,DEFENSA Y JUSTICIA,ARGENTINA,173,70,24,C,74
CF,D. CIOFANI,FROSINONE,ITALY,191,82,33,C,74
AMF,C. BENAVENTE,SPORTING CHARLEROI,PERU,172,66,24,C,74
RB,G. BETTINI,ROSARIO CENTRAL,ARGENTINA,171,74,26,C,74
CB,S. BEN YOUSSEF,KASIMPAŞA,TUNISIA,189,82,29,C,74
CF,M. DABOUR,Free Agents,ISRAEL,182,76,26,C,74
CMF,T. SAVANIER,NÎMES,FRANCE,171,62,27,C,74
LB,N. HULT,AEK ATHENS,SWEDEN,173,66,28,C,74
LWF,KAHRABA,Free Agents,EGYPT,182,72,24,C,74
RB,D. AMARTEY,EAST MIDLANDS,GHANA,186,79,24,C,74
RB,H. PALACIOS,ATLÉTICO NACIONAL,COLOMBIA,181,75,25,C,74
GK,SERANTES,MD BLUE WHITE,SPAIN,183,76,29,C,74
RB,D. MARTÍNEZ,UNIÓN SANTA FE,ARGENTINA,177,65,28,C,74
CB,I. LEWCZUK,BORDEAUX,POLAND,187,85,33,C,74
CB,F. BARBA,CHIEVO,ITALY,188,77,25,C,74
CF,J. CORREA,COLÓN,ARGENTINA,187,85,26,C,74
LB,R. VAN DER MEER,EXCELSIOR,NETHERLANDS,192,86,23,C,74
AMF,L. VILLAFÁÑEZ,ALANYASPOR,ARGENTINA,171,65,27,C,74
CF,G. LABORDE,MONTPELLIER,FRANCE,181,78,24,C,74
LB,A. BARRECA,MONACO,ITALY,183,70,23,C,74
AMF,S.VAN DE STREEK,UTRECHT,NETHERLANDS,180,74,25,C,74
AMF,A. PRITCHARD,WEST YORKSHIRE TOWN,ENGLAND,171,62,25,C,74
RB,C. CHIMINO,HURACÁN,ARGENTINA,178,72,30,C,74
AMF,J. AÑOR,Free Agents,VENEZUELA,171,65,24,C,74

RWF,J. FUENZALIDA,UNIVERSIDAD CATÓLICA,CHILE,171,67,33,C,74
CB,E. ROCO,BEŞİKTAŞ,CHILE,188,82,26,C,74
CB,E. GOLDANIGA,FROSINONE,ITALY,193,87,25,C,74
RMF,IURI MEDEIROS,GENOA,PORTUGAL,174,64,24,C,74
CF,M. MOHSEN,Free Agents,EGYPT,187,82,29,C,74
AMF,B. MENSAH,KAYSERİSPOR,GHANA,180,72,24,C,74
GK,P. GOLLINI,ATALANTA,ITALY,194,82,23,C,74
CMF,A. IONIŢĂ,CAGLIARI,MOLDOVA,184,73,28,C,74
CB,L. CABRERA,MD COBALT BLUE,URUGUAY,190,82,27,C,74
LWF,R. KISHNA,ADO DEN HAAG,NETHERLANDS,183,77,23,C,74
CB,J. DE WIJS,YORKSHIRE ORANGE,NETHERLANDS,189,84,23,C,74
LMF,J. AGUIRRE,BELGRANO,ARGENTINA,176,67,26,C,74
RB,K. DIKS,FIORENTINA,NETHERLANDS,182,70,22,C,74
LMF,Y. ÖZTEKIN,GÖZTEPE,TURKEY,179,70,31,C,74
CF,KENAN,KØBENHAVN,BOSNIA AND HERZEGOVINA,187,77,25,C,74
CB,A. CADAVID,MILLONARIOS,COLOMBIA,188,87,33,C,74
CB,O. HENRÍQUEZ,SPORT RECIFE,COLOMBIA,186,82,29,C,74
CF,RAÚL DE TOMÁS,MD SCARLET WHITE,SPAIN,180,75,24,C,74
RMF,C. MAYADA,RIVER PLATE,URUGUAY,174,75,27,C,74
CF,A. BALBOA,BELGRANO,URUGUAY,185,81,24,C,74
GK,S. SY,MONACO,SENEGAL,192,80,23,C,74
LWF,A. PEÑARANDA,HERTFORDSHIRE,VENEZUELA,183,78,21,C,74
CF,Y. BAMMOU,CAEN,MOROCCO,188,78,27,C,74
LWF,T. TOURÉ,ANGERS SCO,CÔTE D'IVOIRE,175,73,25,C,74
LB,C. TAYLOR,LANCASHIRE CLARET,ENGLAND,176,70,25,C,74
CMF,V. VADA,BORDEAUX,ARGENTINA,175,69,22,C,74
RB,BRUNO GASPAR,SPORTING CP,PORTUGAL,180,69,25,C,74
LB,ADRIÁN MARÍN,PV SKY BLUE WHITE,SPAIN,184,77,21,C,74
CB,M.DE LOS SANTOS,MILLONARIOS,URUGUAY,184,83,26,C,74
LMF,A. RICAURTE,INDEPENDIENTE MEDELLÍN,COLOMBIA,182,70,27,B,74
RWF,D. VERDE,CL PURPLE,ITALY,168,64,22,C,74
CF,D. SOLANKE,LIVERPOOL,ENGLAND,187,80,21,C,74

CMF,A. TRAORÉ,MONACO,MALI,180,72,23,C,74
CB,F. ROMAGNA,CAGLIARI,ITALY,185,81,21,C,74
CMF,L. BAKER,YORKSHIRE WHITES,ENGLAND,182,72,23,C,74
GK,E. AUDERO,SAMPDORIA,ITALY,190,80,21,C,74
CB,S. LUPERTO,NAPOLI,ITALY,191,75,22,C,74
CMF,S. TIBBLING,BRØNDBY,SWEDEN,175,78,24,C,74
LWF,J. KAYEMBE,NANTES,BELGIUM,180,73,24,C,74
LB,RUBÉN DUARTE,PV SKY BLUE WHITE,SPAIN,180,75,23,C,74
LB,A. OYONGO,MONTPELLIER,CAMEROON,175,68,27,C,74
DMF,S. BADJI,BURSASPOR,SENEGAL,180,75,28,C,74
CB,M. POURALIGANJI,KAS EUPEN,IRAN,185,80,26,C,74
GK,S. GRYTEBUST,OB,NORWAY,188,80,29,C,74
DMF,G. CIMIROT,STANDARD LIÈGE,BOSNIA AND HERZEGOVINA,178,78,26,C,74
AMF,B. KISA,AKHİSARSPOR,TURKEY,180,76,35,C,74
CB,L. BAREIRO,DEFENSA Y JUSTICIA,ARGENTINA,182,76,23,C,74
LWF,B. MANSILLA,RACING CLUB,ARGENTINA,180,76,21,C,74
CMF,M. RIVERO,BELGRANO,ARGENTINA,175,73,29,C,74
RMF,G. VILLARRUEL,SAN MARTÍN SAN JUAN,ARGENTINA,172,67,25,C,74
DMF,L. VILLARRUEL,DEFENSA Y JUSTICIA,ARGENTINA,173,74,28,C,74
AMF,P. TORANZO,HURACÁN,ARGENTINA,178,73,36,C,74
DMF,A. ARREGUI,SAN MARTÍN TUCUMÁN,ARGENTINA,176,74,26,C,74
AMF,F. BRANDÁN,SAN MARTÍN SAN JUAN,ARGENTINA,165,66,28,C,74
CF,M. ROMERO,PSV,ARGENTINA,179,72,19,C,74
GK,A. ROSSI,BOCA JUNIORS,ARGENTINA,190,90,23,C,74
RB,L. GODOY,TALLERES CÓRDOBA,ARGENTINA,173,70,23,C,74
CMF,E. CECCHINI,BANFIELD,ARGENTINA,179,78,22,C,74
GK,L. POCRNJIC,ALDOSIVI,ARGENTINA,192,83,37,C,74
AMF,J. TORRES,NEWELL'S OLD BOYS,ARGENTINA,167,61,21,C,74
RMF,Á. GONZALEZ,GODOY CRUZ,ARGENTINA,169,70,24,C,74
CF,C. BIELER,SAN MARTÍN TUCUMÁN,ARGENTINA,179,77,34,C,74
RB,L. AYLING,YORKSHIRE WHITES,ENGLAND,183,80,27,C,74
LB,G. CUNNINGHAM,SOUTH WALES,IRELAND,183,70,27,C,74

CB,T. CLARKE,LN WHITE,ENGLAND,180,77,31,C,74
GK,CLÁUDIO RAMOS,TONDELA,PORTUGAL,183,85,27,C,74
GK,JEAN,SÃO PAULO,BRAZIL,187,86,23,D,74
SS,THIAGO GALHARDO,VASCO DA GAMA,BRAZIL,183,75,29,C,74
LB,MARCELO HERMES,CRUZEIRO,BRAZIL,177,68,23,C,74
LWF,PEDRO ROCHA,SPARTAK MOSKVA,BRAZIL,178,73,24,C,74
RB,RODINEI,FLAMENGO,BRAZIL,175,70,26,C,74
LWF,DAVID,CRUZEIRO,BRAZIL,170,80,23,D,74
CF,G. LAPADULA,GENOA,ITALY,178,68,28,C,74
GK,P. BERNARDONI,NÎMES,FRANCE,190,78,21,C,74
LMF,K. SAIEF,ANDERLECHT,USA,176,72,25,C,74
LB,F. NOVÁK,TRABZONSPOR,CZECH REPUBLIC,184,77,28,C,74
CMF,J. GREGUŠ,KØBENHAVN,SLOVAKIA,189,70,27,C,74
CB,C. RAMÍREZ,RIONEGRO ÁGUILAS,COLOMBIA,182,81,30,B,74
LB,O. HADDADI,DIJON,TUNISIA,184,85,26,C,74
DMF,R. STRIEDER,UTRECHT,GERMANY,174,69,26,C,74
LB,E. NABIULLIN,ZENIT,RUSSIA,175,70,23,C,74
DMF,A. SHVETS,AKHMAT GROZNY,RUSSIA,187,76,25,C,74
CMF,P. HROŠOVSKÝ,Free Agents,SLOVAKIA,172,68,26,C,74
CB,Ó. CABEZAS,ROSARIO CENTRAL,COLOMBIA,177,75,22,C,74
CF,R. BAJIĆ,İSTANBUL BAŞAKŞEHİR,BOSNIA AND HERZEGOVINA,189,83,24,C,74
CF,I. MBENZA,WEST YORKSHIRE TOWN,BELGIUM,187,77,22,C,74
RB,J. KENNY,MERSEYSIDE BLUE,ENGLAND,176,67,21,C,74
CF,T. SIEBATCHEU,RENNES,FRANCE,190,84,22,C,74
CB,M. DIAKHABY,ED WHITE ORANGE,FRANCE,189,78,22,C,74
CMF,EVERTON FELIPE,SPORT RECIFE,BRAZIL,176,71,21,C,74
CF,M. THURAM,GUINGAMP,FRANCE,192,88,21,C,74
CB,S. SALCEDO,HURACÁN,PARAGUAY,183,80,21,C,74
DMF,J. VITALE,SAN MARTÍN TUCUMÁN,ARGENTINA,182,76,23,C,74
CF,J. NSAMÉ,YOUNG BOYS,CAMEROON,188,88,25,C,74
CF,K. COULIBALY,NANTES,MALI,197,84,27,C,74
DMF,O. GOVEA,ANTWERP,MEXICO,176,68,22,C,74

DMF,M. PITTÓN,UNIÓN SANTA FE,ARGENTINA,178,77,24,C,74
CB,A. BARBOZA,DEFENSA Y JUSTICIA,ARGENTINA,193,70,23,C,74
CF,JÚNIOR MORAES,SHAKHTAR DONETSK,BRAZIL,176,70,31,C,74
CB,LYANCO,TORINO,BRAZIL,187,75,21,C,74
LMF,M. FRÝDEK,Free Agents,CZECH REPUBLIC,179,76,26,C,74
CB,J.CLARKE-SALTER,VITESSE,ENGLAND,188,70,21,C,74
DMF,ALEIX GARCÍA,CT CARMINE WHITE,SPAIN,173,68,21,C,74
RB,PEDRO PEREIRA,GENOA,PORTUGAL,182,78,20,C,74
DMF,A. TAMEZE,NICE,FRANCE,180,78,24,C,74
LWF,M. FOFANA,KONYASPOR,CÔTE D'IVOIRE,178,71,27,C,74
CB,RÚBEN SEMEDO,AR BURGUNDY BLUE,PORTUGAL,189,84,24,C,74
AMF,JOÃO NOVAIS,SPORTING BRAGA,PORTUGAL,179,73,25,C,74
RB,M. GAJIĆ,BORDEAUX,SERBIA,178,74,22,C,74
CMF,A. SHEHU,BURSASPOR,NIGERIA,181,74,25,C,74
CMF,L. BLAS,GUINGAMP,FRANCE,180,73,21,C,74
RWF,V. ČERNÝ,AJAX,CZECH REPUBLIC,178,68,21,C,74
CB,M. HOLGATE,MERSEYSIDE BLUE,ENGLAND,184,63,22,C,74
CB,R. HOLDING,ARSENAL,ENGLAND,189,75,23,C,74
AMF,J. BARRERA,JUNIOR,COLOMBIA,171,68,23,B,74
CMF,M. URIBE,Free Agents,COLOMBIA,182,71,27,C,74
LWF,S. VILLA,BOCA JUNIORS,COLOMBIA,178,65,22,C,74
RB,E. KRAFTH,AMIENS SC,SWEDEN,181,79,24,C,74
DMF,DOUGLAS,FLUMINENSE,BRAZIL,173,71,21,C,74
DMF,S. SENSI,SASSUOLO,ITALY,168,62,23,C,74
DMF,THIAGO SANTOS,PALMEIRAS,BRAZIL,181,80,29,C,74
RWF,WANDERSON,KRASNODAR,BRAZIL,175,66,24,C,74
LB,M. TRAUCO,FLAMENGO,PERU,175,68,26,C,74
LWF,H. TOLEDO,ARGENTINOS JUNIORS,ARGENTINA,179,72,22,C,74
GK,A. OLLIERO,NANTES,FRANCE,193,85,22,C,74
LB,K. PAAL,PEC ZWOLLE,NETHERLANDS,175,70,21,C,74
RWF,A. OUNAS,NAPOLI,ALGERIA,172,65,22,C,74
RB,G. MONTIEL,RIVER PLATE,ARGENTINA,175,70,21,C,74

AMF,MATEUS VITAL,CORINTHIANS,BRAZIL,175,65,20,D,74
RWF,O. IDRISSI,AZ,NETHERLANDS,183,78,22,C,74
LWF,JOSÉ ARNÁIZ,MD BLUE WHITE,SPAIN,175,70,23,C,74
AMF,C. BUDESCU,Free Agents,ROMANIA,185,80,29,C,74
AMF,A. ĆORIĆ,ROMA,CROATIA,172,75,21,C,74
CB,ROBER,ED BLUE BURGUNDY,SPAIN,182,74,23,C,74
